,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,pres_raw_county_vote_totals_two_party
38915,2012.0,21169.0,G,PRES,Democratic President Re-election,1425.0,2676.0,4101.0
38916,2016.0,21169.0,G,PRES,Open Seat,976.0,3491.0,4467.0
38917,2020.0,21169.0,G,PRES,Republican President Re-election,975.0,3959.0,4934.0
38952,2004.0,21171.0,G,PRES,Republican President Re-election,1158.0,4657.0,5815.0
38953,2008.0,21171.0,G,PRES,Open Seat,1067.0,3537.0,4604.0
38954,2012.0,21171.0,G,PRES,Democratic President Re-election,936.0,3762.0,4698.0
38955,2016.0,21171.0,G,PRES,Open Seat,601.0,4278.0,4879.0
38956,2020.0,21171.0,G,PRES,Republican President Re-election,657.0,4628.0,5285.0
38991,2004.0,21173.0,G,PRES,Republican President Re-election,4506.0,5647.0,10153.0
38992,2008.0,21173.0,G,PRES,Open Seat,4234.0,5947.0,10181.0
38993,2012.0,21173.0,G,PRES,Democratic President Re-election,3701.0,6398.0,10099.0
38994,2016.0,21173.0,G,PRES,Open Seat,3158.0,7856.0,11014.0
38995,2020.0,21173.0,G,PRES,Republican President Re-election,3630.0,8993.0,12623.0
39030,2004.0,21175.0,G,PRES,Republican President Re-election,2532.0,2682.0,5214.0
39031,2008.0,21175.0,G,PRES,Open Seat,1879.0,2396.0,4275.0
39032,2012.0,21175.0,G,PRES,Democratic President Re-election,1369.0,3021.0,4390.0
39033,2016.0,21175.0,G,PRES,Open Seat,1006.0,3628.0,4634.0
39034,2020.0,21175.0,G,PRES,Republican President Re-election,1175.0,4301.0,5476.0
39069,2004.0,21177.0,G,PRES,Republican President Re-election,6636.0,6749.0,13385.0
39070,2008.0,21177.0,G,PRES,Open Seat,6221.0,6447.0,12668.0
39071,2012.0,21177.0,G,PRES,Democratic President Re-election,4771.0,7762.0,12533.0
39072,2016.0,21177.0,G,PRES,Open Seat,3272.0,9393.0,12665.0
39073,2020.0,21177.0,G,PRES,Republican President Re-election,3545.0,10497.0,14042.0
39108,2004.0,21179.0,G,PRES,Republican President Re-election,6524.0,10161.0,16685.0
39109,2008.0,21179.0,G,PRES,Open Seat,7654.0,10139.0,17793.0
39110,2012.0,21179.0,G,PRES,Democratic President Re-election,7611.0,10673.0,18284.0
39111,2016.0,21179.0,G,PRES,Open Seat,6434.0,13431.0,19865.0
39112,2020.0,21179.0,G,PRES,Republican President Re-election,7188.0,15703.0,22891.0
39147,2004.0,21181.0,G,PRES,Republican President Re-election,1332.0,1700.0,3032.0
39148,2008.0,21181.0,G,PRES,Open Seat,1272.0,1634.0,2906.0
39149,2012.0,21181.0,G,PRES,Democratic President Re-election,948.0,1583.0,2531.0
39150,2016.0,21181.0,G,PRES,Open Seat,787.0,1957.0,2744.0
39151,2020.0,21181.0,G,PRES,Republican President Re-election,955.0,2408.0,3363.0
39186,2004.0,21183.0,G,PRES,Republican President Re-election,3627.0,6311.0,9938.0
39187,2008.0,21183.0,G,PRES,Open Seat,4059.0,5687.0,9746.0
39188,2012.0,21183.0,G,PRES,Democratic President Re-election,2987.0,6470.0,9457.0
39189,2016.0,21183.0,G,PRES,Open Seat,2080.0,7942.0,10022.0
39190,2020.0,21183.0,G,PRES,Republican President Re-election,2404.0,8582.0,10986.0
39225,2004.0,21185.0,G,PRES,Republican President Re-election,8080.0,18801.0,26881.0
39226,2008.0,21185.0,G,PRES,Open Seat,10000.0,18997.0,28997.0
39227,2012.0,21185.0,G,PRES,Democratic President Re-election,9240.0,20179.0,29419.0
39228,2016.0,21185.0,G,PRES,Open Seat,10268.0,20469.0,30737.0
39229,2020.0,21185.0,G,PRES,Republican President Re-election,14505.0,22654.0,37159.0
39264,2004.0,21187.0,G,PRES,Republican President Re-election,1615.0,3084.0,4699.0
39265,2008.0,21187.0,G,PRES,Open Seat,1694.0,2969.0,4663.0
39266,2012.0,21187.0,G,PRES,Democratic President Re-election,1501.0,2971.0,4472.0
39267,2016.0,21187.0,G,PRES,Open Seat,1062.0,3745.0,4807.0
39268,2020.0,21187.0,G,PRES,Republican President Re-election,1098.0,4292.0,5390.0
39303,2004.0,21189.0,G,PRES,Republican President Re-election,430.0,1558.0,1988.0
39304,2008.0,21189.0,G,PRES,Open Seat,381.0,1279.0,1660.0
39305,2012.0,21189.0,G,PRES,Democratic President Re-election,283.0,1279.0,1562.0
39306,2016.0,21189.0,G,PRES,Open Seat,256.0,1474.0,1730.0
39307,2020.0,21189.0,G,PRES,Republican President Re-election,216.0,1671.0,1887.0
39342,2004.0,21191.0,G,PRES,Republican President Re-election,1940.0,4045.0,5985.0
39343,2008.0,21191.0,G,PRES,Open Seat,2027.0,3676.0,5703.0
39344,2012.0,21191.0,G,PRES,Democratic President Re-election,1859.0,3556.0,5415.0
39345,2016.0,21191.0,G,PRES,Open Seat,1164.0,4604.0,5768.0
39346,2020.0,21191.0,G,PRES,Republican President Re-election,1322.0,5515.0,6837.0
39381,2004.0,21193.0,G,PRES,Republican President Re-election,5400.0,6187.0,11587.0
39382,2008.0,21193.0,G,PRES,Open Seat,3444.0,6762.0,10206.0
39383,2012.0,21193.0,G,PRES,Democratic President Re-election,2047.0,8040.0,10087.0
39384,2016.0,21193.0,G,PRES,Open Seat,2136.0,8158.0,10294.0
39385,2020.0,21193.0,G,PRES,Republican President Re-election,2356.0,8129.0,10485.0
39420,2004.0,21195.0,G,PRES,Republican President Re-election,14002.0,12611.0,26613.0
39421,2008.0,21195.0,G,PRES,Open Seat,9525.0,12655.0,22180.0
39422,2012.0,21195.0,G,PRES,Democratic President Re-election,5646.0,17590.0,23236.0
39423,2016.0,21195.0,G,PRES,Open Seat,4280.0,19747.0,24027.0
39424,2020.0,21195.0,G,PRES,Republican President Re-election,4866.0,20284.0,25150.0
39459,2004.0,21197.0,G,PRES,Republican President Re-election,2249.0,2687.0,4936.0
39460,2008.0,21197.0,G,PRES,Open Seat,2065.0,2837.0,4902.0
39461,2012.0,21197.0,G,PRES,Democratic President Re-election,1620.0,2766.0,4386.0
39462,2016.0,21197.0,G,PRES,Open Seat,1272.0,3513.0,4785.0
39463,2020.0,21197.0,G,PRES,Republican President Re-election,1367.0,4041.0,5408.0
39498,2004.0,21199.0,G,PRES,Republican President Re-election,5829.0,19535.0,25364.0
39499,2008.0,21199.0,G,PRES,Open Seat,5590.0,19862.0,25452.0
39500,2012.0,21199.0,G,PRES,Democratic President Re-election,4976.0,20714.0,25690.0
39501,2016.0,21199.0,G,PRES,Open Seat,4208.0,22902.0,27110.0
39502,2020.0,21199.0,G,PRES,Republican President Re-election,5666.0,25442.0,31108.0
39537,2004.0,21201.0,G,PRES,Republican President Re-election,413.0,670.0,1083.0
39538,2008.0,21201.0,G,PRES,Open Seat,451.0,533.0,984.0
39539,2012.0,21201.0,G,PRES,Democratic President Re-election,340.0,579.0,919.0
39540,2016.0,21201.0,G,PRES,Open Seat,222.0,759.0,981.0
39541,2020.0,21201.0,G,PRES,Republican President Re-election,253.0,884.0,1137.0
39576,2004.0,21203.0,G,PRES,Republican President Re-election,1320.0,4804.0,6124.0
39577,2008.0,21203.0,G,PRES,Open Seat,1410.0,4757.0,6167.0
39578,2012.0,21203.0,G,PRES,Democratic President Re-election,1097.0,5028.0,6125.0
39579,2016.0,21203.0,G,PRES,Open Seat,915.0,5609.0,6524.0
39580,2020.0,21203.0,G,PRES,Republican President Re-election,1134.0,6577.0,7711.0
39615,2004.0,21205.0,G,PRES,Republican President Re-election,4556.0,4063.0,8619.0
39616,2008.0,21205.0,G,PRES,Open Seat,4074.0,3907.0,7981.0
39617,2012.0,21205.0,G,PRES,Democratic President Re-election,3438.0,4035.0,7473.0
39618,2016.0,21205.0,G,PRES,Open Seat,3295.0,5174.0,8469.0
39619,2020.0,21205.0,G,PRES,Republican President Re-election,3880.0,5994.0,9874.0
39654,2004.0,21207.0,G,PRES,Republican President Re-election,1772.0,6009.0,7781.0
39655,2008.0,21207.0,G,PRES,Open Seat,1569.0,5779.0,7348.0
39656,2012.0,21207.0,G,PRES,Democratic President Re-election,1445.0,6346.0,7791.0
39657,2016.0,21207.0,G,PRES,Open Seat,1093.0,6863.0,7956.0
39658,2020.0,21207.0,G,PRES,Republican President Re-election,1331.0,7519.0,8850.0
39693,2004.0,21209.0,G,PRES,Republican President Re-election,6325.0,10600.0,16925.0
39694,2008.0,21209.0,G,PRES,Open Seat,7712.0,11782.0,19494.0
39695,2012.0,21209.0,G,PRES,Democratic President Re-election,7532.0,12679.0,20211.0
39696,2016.0,21209.0,G,PRES,Open Seat,7715.0,15052.0,22767.0
39697,2020.0,21209.0,G,PRES,Republican President Re-election,10567.0,17767.0,28334.0
39732,2004.0,21211.0,G,PRES,Republican President Re-election,5277.0,10909.0,16186.0
39733,2008.0,21211.0,G,PRES,Open Seat,6871.0,11451.0,18322.0
39734,2012.0,21211.0,G,PRES,Democratic President Re-election,6634.0,11790.0,18424.0
39735,2016.0,21211.0,G,PRES,Open Seat,6276.0,13196.0,19472.0
39736,2020.0,21211.0,G,PRES,Republican President Re-election,8077.0,15055.0,23132.0
39771,2004.0,21213.0,G,PRES,Republican President Re-election,2730.0,4273.0,7003.0
39772,2008.0,21213.0,G,PRES,Open Seat,2775.0,4437.0,7212.0
39773,2012.0,21213.0,G,PRES,Democratic President Re-election,2650.0,4355.0,7005.0
39774,2016.0,21213.0,G,PRES,Open Seat,2144.0,5077.0,7221.0
39775,2020.0,21213.0,G,PRES,Republican President Re-election,2681.0,5888.0,8569.0
39810,2004.0,21215.0,G,PRES,Republican President Re-election,1970.0,4816.0,6786.0
39811,2008.0,21215.0,G,PRES,Open Seat,2519.0,5378.0,7897.0
39812,2012.0,21215.0,G,PRES,Democratic President Re-election,2549.0,5726.0,8275.0
39813,2016.0,21215.0,G,PRES,Open Seat,1921.0,7196.0,9117.0
39814,2020.0,21215.0,G,PRES,Republican President Re-election,2530.0,8737.0,11267.0
39849,2004.0,21217.0,G,PRES,Republican President Re-election,2979.0,7247.0,10226.0
39850,2008.0,21217.0,G,PRES,Open Seat,3165.0,7568.0,10733.0
39851,2012.0,21217.0,G,PRES,Democratic President Re-election,3285.0,7551.0,10836.0
39852,2016.0,21217.0,G,PRES,Open Seat,2553.0,8320.0,10873.0
39853,2020.0,21217.0,G,PRES,Republican President Re-election,2963.0,9376.0,12339.0
39888,2004.0,21219.0,G,PRES,Republican President Re-election,1491.0,3242.0,4733.0
39889,2008.0,21219.0,G,PRES,Open Seat,1543.0,3336.0,4879.0
39890,2012.0,21219.0,G,PRES,Democratic President Re-election,1403.0,3247.0,4650.0
39891,2016.0,21219.0,G,PRES,Open Seat,1042.0,3612.0,4654.0
39892,2020.0,21219.0,G,PRES,Republican President Re-election,1205.0,4062.0,5267.0
39927,2004.0,21221.0,G,PRES,Republican President Re-election,2046.0,4023.0,6069.0
39928,2008.0,21221.0,G,PRES,Open Seat,2246.0,4189.0,6435.0
39929,2012.0,21221.0,G,PRES,Democratic President Re-election,2115.0,4520.0,6635.0
39930,2016.0,21221.0,G,PRES,Open Seat,1587.0,4931.0,6518.0
39931,2020.0,21221.0,G,PRES,Republican President Re-election,1791.0,5487.0,7278.0
39966,2004.0,21223.0,G,PRES,Republican President Re-election,1428.0,2332.0,3760.0
39967,2008.0,21223.0,G,PRES,Open Seat,1484.0,2239.0,3723.0
39968,2012.0,21223.0,G,PRES,Democratic President Re-election,1355.0,2133.0,3488.0
39969,2016.0,21223.0,G,PRES,Open Seat,879.0,2771.0,3650.0
39970,2020.0,21223.0,G,PRES,Republican President Re-election,1012.0,3227.0,4239.0
40005,2004.0,21225.0,G,PRES,Republican President Re-election,2398.0,3534.0,5932.0
40006,2008.0,21225.0,G,PRES,Open Seat,2804.0,3120.0,5924.0
40007,2012.0,21225.0,G,PRES,Democratic President Re-election,1942.0,3955.0,5897.0
40008,2016.0,21225.0,G,PRES,Open Seat,1331.0,4701.0,6032.0
40009,2020.0,21225.0,G,PRES,Republican President Re-election,1529.0,4965.0,6494.0
40044,2004.0,21227.0,G,PRES,Republican President Re-election,14326.0,25100.0,39426.0
40045,2008.0,21227.0,G,PRES,Open Seat,17669.0,25993.0,43662.0
40046,2012.0,21227.0,G,PRES,Democratic President Re-election,16805.0,26384.0,43189.0
40047,2016.0,21227.0,G,PRES,Open Seat,16966.0,28673.0,45639.0
40048,2020.0,21227.0,G,PRES,Republican President Re-election,22479.0,31791.0,54270.0
40083,2004.0,21229.0,G,PRES,Republican President Re-election,1724.0,3479.0,5203.0
40084,2008.0,21229.0,G,PRES,Open Seat,1890.0,3305.0,5195.0
40085,2012.0,21229.0,G,PRES,Democratic President Re-election,1669.0,3495.0,5164.0
40086,2016.0,21229.0,G,PRES,Open Seat,1420.0,4013.0,5433.0
40087,2020.0,21229.0,G,PRES,Republican President Re-election,1644.0,4482.0,6126.0
40122,2004.0,21231.0,G,PRES,Republican President Re-election,2616.0,5027.0,7643.0
40123,2008.0,21231.0,G,PRES,Open Seat,2201.0,4868.0,7069.0
40124,2012.0,21231.0,G,PRES,Democratic President Re-election,1855.0,5289.0,7144.0
40125,2016.0,21231.0,G,PRES,Open Seat,1431.0,6371.0,7802.0
40126,2020.0,21231.0,G,PRES,Republican President Re-election,1700.0,7430.0,9130.0
40161,2004.0,21233.0,G,PRES,Republican President Re-election,2304.0,3207.0,5511.0
40162,2008.0,21233.0,G,PRES,Open Seat,2390.0,3037.0,5427.0
40163,2012.0,21233.0,G,PRES,Democratic President Re-election,1765.0,3607.0,5372.0
40164,2016.0,21233.0,G,PRES,Open Seat,1240.0,4397.0,5637.0
40165,2020.0,21233.0,G,PRES,Republican President Re-election,1412.0,4506.0,5918.0
40200,2004.0,21235.0,G,PRES,Republican President Re-election,3985.0,9559.0,13544.0
40201,2008.0,21235.0,G,PRES,Open Seat,3484.0,10015.0,13499.0
40202,2012.0,21235.0,G,PRES,Democratic President Re-election,2683.0,10232.0,12915.0
40203,2016.0,21235.0,G,PRES,Open Seat,2067.0,11312.0,13379.0
40204,2020.0,21235.0,G,PRES,Republican President Re-election,2552.0,12567.0,15119.0
40239,2004.0,21237.0,G,PRES,Republican President Re-election,1744.0,1385.0,3129.0
40240,2008.0,21237.0,G,PRES,Open Seat,1493.0,1408.0,2901.0
40241,2012.0,21237.0,G,PRES,Democratic President Re-election,976.0,1542.0,2518.0
40242,2016.0,21237.0,G,PRES,Open Seat,753.0,1804.0,2557.0
40243,2020.0,21237.0,G,PRES,Republican President Re-election,839.0,2097.0,2936.0
40278,2004.0,21239.0,G,PRES,Republican President Re-election,4480.0,6937.0,11417.0
40279,2008.0,21239.0,G,PRES,Open Seat,5027.0,7130.0,12157.0
40280,2012.0,21239.0,G,PRES,Democratic President Re-election,4883.0,7219.0,12102.0
40281,2016.0,21239.0,G,PRES,Open Seat,4958.0,7697.0,12655.0
40282,2020.0,21239.0,G,PRES,Republican President Re-election,6530.0,8362.0,14892.0
40312,2004.0,22001.0,G,PRES,Republican President Re-election,8937.0,16083.0,25020.0
40313,2008.0,22001.0,G,PRES,Open Seat,7028.0,19229.0,26257.0
40314,2012.0,22001.0,G,PRES,Democratic President Re-election,6560.0,19931.0,26491.0
40315,2016.0,22001.0,G,PRES,Open Seat,5638.0,21162.0,26800.0
40316,2020.0,22001.0,G,PRES,Republican President Re-election,5443.0,22596.0,28039.0
40339,2004.0,22003.0,G,PRES,Republican President Re-election,3791.0,5140.0,8931.0
40340,2008.0,22003.0,G,PRES,Open Seat,2891.0,6333.0,9224.0
40341,2012.0,22003.0,G,PRES,Democratic President Re-election,2617.0,6495.0,9112.0
40342,2016.0,22003.0,G,PRES,Open Seat,2106.0,6867.0,8973.0
40343,2020.0,22003.0,G,PRES,Republican President Re-election,2108.0,7574.0,9682.0
40378,2004.0,22005.0,G,PRES,Republican President Re-election,13955.0,24661.0,38616.0
40379,2008.0,22005.0,G,PRES,Open Seat,14625.0,31239.0,45864.0
40380,2012.0,22005.0,G,PRES,Democratic President Re-election,16349.0,33856.0,50205.0
40381,2016.0,22005.0,G,PRES,Open Seat,16476.0,36143.0,52619.0
40382,2020.0,22005.0,G,PRES,Republican President Re-election,20399.0,40687.0,61086.0
40417,2004.0,22007.0,G,PRES,Republican President Re-election,5585.0,4966.0,10551.0
40418,2008.0,22007.0,G,PRES,Open Seat,4756.0,5981.0,10737.0
40419,2012.0,22007.0,G,PRES,Democratic President Re-election,4754.0,6083.0,10837.0
40420,2016.0,22007.0,G,PRES,Open Seat,3931.0,6714.0,10645.0
40421,2020.0,22007.0,G,PRES,Republican President Re-election,3833.0,7271.0,11104.0
40456,2004.0,22009.0,G,PRES,Republican President Re-election,6976.0,8302.0,15278.0
40457,2008.0,22009.0,G,PRES,Open Seat,6327.0,10236.0,16563.0
40458,2012.0,22009.0,G,PRES,Democratic President Re-election,6077.0,10670.0,16747.0
40459,2016.0,22009.0,G,PRES,Open Seat,5035.0,11165.0,16200.0
40460,2020.0,22009.0,G,PRES,Republican President Re-election,4979.0,12028.0,17007.0
40483,2004.0,22011.0,G,PRES,Republican President Re-election,3666.0,9470.0,13136.0
40484,2008.0,22011.0,G,PRES,Open Seat,3071.0,10718.0,13789.0
40485,2012.0,22011.0,G,PRES,Democratic President Re-election,2828.0,11112.0,13940.0
40486,2016.0,22011.0,G,PRES,Open Seat,2393.0,12238.0,14631.0
40487,2020.0,22011.0,G,PRES,Republican President Re-election,2542.0,13575.0,16117.0
40522,2004.0,22013.0,G,PRES,Republican President Re-election,3399.0,3612.0,7011.0
40523,2008.0,22013.0,G,PRES,Open Seat,3589.0,3776.0,7365.0
40524,2012.0,22013.0,G,PRES,Democratic President Re-election,3490.0,3641.0,7131.0
40525,2016.0,22013.0,G,PRES,Open Seat,3129.0,3756.0,6885.0
40526,2020.0,22013.0,G,PRES,Republican President Re-election,3067.0,3891.0,6958.0
40561,2004.0,22015.0,G,PRES,Republican President Re-election,12317.0,30040.0,42357.0
40562,2008.0,22015.0,G,PRES,Open Seat,12703.0,32713.0,45416.0
40563,2012.0,22015.0,G,PRES,Democratic President Re-election,12956.0,34988.0,47944.0
40564,2016.0,22015.0,G,PRES,Open Seat,12641.0,35474.0,48115.0
40565,2020.0,22015.0,G,PRES,Republican President Re-election,15662.0,38074.0,53736.0
40600,2004.0,22017.0,G,PRES,Republican President Re-election,51739.0,54292.0,106031.0
40601,2008.0,22017.0,G,PRES,Open Seat,55536.0,52228.0,107764.0
40602,2012.0,22017.0,G,PRES,Democratic President Re-election,58042.0,52459.0,110501.0
40603,2016.0,22017.0,G,PRES,Open Seat,53483.0,49006.0,102489.0
40604,2020.0,22017.0,G,PRES,Republican President Re-election,55110.0,48021.0,103131.0
40639,2004.0,22019.0,G,PRES,Republican President Re-election,32864.0,46075.0,78939.0
40640,2008.0,22019.0,G,PRES,Open Seat,30244.0,50449.0,80693.0
40641,2012.0,22019.0,G,PRES,Democratic President Re-election,28359.0,51850.0,80209.0
40642,2016.0,22019.0,G,PRES,Open Seat,26296.0,54191.0,80487.0
40643,2020.0,22019.0,G,PRES,Republican President Re-election,25982.0,55066.0,81048.0
40678,2004.0,22021.0,G,PRES,Republican President Re-election,1384.0,3308.0,4692.0
40679,2008.0,22021.0,G,PRES,Open Seat,1118.0,3696.0,4814.0
40680,2012.0,22021.0,G,PRES,Democratic President Re-election,1016.0,3640.0,4656.0
40681,2016.0,22021.0,G,PRES,Open Seat,788.0,3822.0,4610.0
40682,2020.0,22021.0,G,PRES,Republican President Re-election,745.0,3976.0,4721.0
40716,2004.0,22023.0,G,PRES,Republican President Re-election,1367.0,3190.0,4557.0
40717,2008.0,22023.0,G,PRES,Open Seat,613.0,3089.0,3702.0
40718,2012.0,22023.0,G,PRES,Democratic President Re-election,408.0,3260.0,3668.0
40719,2016.0,22023.0,G,PRES,Open Seat,323.0,3256.0,3579.0
40720,2020.0,22023.0,G,PRES,Republican President Re-election,324.0,3671.0,3995.0
40755,2004.0,22025.0,G,PRES,Republican President Re-election,1673.0,3219.0,4892.0
40756,2008.0,22025.0,G,PRES,Open Seat,1659.0,3486.0,5145.0
40757,2012.0,22025.0,G,PRES,Democratic President Re-election,1408.0,2744.0,4152.0
40758,2016.0,22025.0,G,PRES,Open Seat,1322.0,3479.0,4801.0
40759,2020.0,22025.0,G,PRES,Republican President Re-election,1269.0,3541.0,4810.0
40794,2004.0,22027.0,G,PRES,Republican President Re-election,2854.0,3704.0,6558.0
40795,2008.0,22027.0,G,PRES,Open Seat,3025.0,3750.0,6775.0
40796,2012.0,22027.0,G,PRES,Democratic President Re-election,3014.0,3649.0,6663.0
40797,2016.0,22027.0,G,PRES,Open Seat,2717.0,3585.0,6302.0
40798,2020.0,22027.0,G,PRES,Republican President Re-election,2731.0,3770.0,6501.0
40833,2004.0,22029.0,G,PRES,Republican President Re-election,3446.0,5427.0,8873.0
40834,2008.0,22029.0,G,PRES,Open Seat,3766.0,5668.0,9434.0
40835,2012.0,22029.0,G,PRES,Democratic President Re-election,3833.0,5450.0,9283.0
40836,2016.0,22029.0,G,PRES,Open Seat,3272.0,5477.0,8749.0
40837,2020.0,22029.0,G,PRES,Republican President Re-election,3177.0,5550.0,8727.0
40872,2004.0,22031.0,G,PRES,Republican President Re-election,5026.0,6211.0,11237.0
40873,2008.0,22031.0,G,PRES,Open Seat,5242.0,6883.0,12125.0
40874,2012.0,22031.0,G,PRES,Democratic President Re-election,5553.0,7353.0,12906.0
40875,2016.0,22031.0,G,PRES,Open Seat,5165.0,8068.0,13233.0
40876,2020.0,22031.0,G,PRES,Republican President Re-election,5457.0,9112.0,14569.0
40911,2004.0,22033.0,G,PRES,Republican President Re-election,82298.0,99943.0,182241.0
40912,2008.0,22033.0,G,PRES,Open Seat,99652.0,95390.0,195042.0
40913,2012.0,22033.0,G,PRES,Democratic President Re-election,102656.0,92292.0,194948.0
40914,2016.0,22033.0,G,PRES,Open Seat,102828.0,84660.0,187488.0
40915,2020.0,22033.0,G,PRES,Republican President Re-election,115577.0,88420.0,203997.0
40947,2004.0,22035.0,G,PRES,Republican President Re-election,1980.0,1357.0,3337.0
40948,2008.0,22035.0,G,PRES,Open Seat,2267.0,1254.0,3521.0
40949,2012.0,22035.0,G,PRES,Democratic President Re-election,2478.0,1508.0,3986.0
40950,2016.0,22035.0,G,PRES,Open Seat,1838.0,1059.0,2897.0
40951,2020.0,22035.0,G,PRES,Republican President Re-election,1900.0,1080.0,2980.0
40986,2004.0,22037.0,G,PRES,Republican President Re-election,4091.0,5021.0,9112.0
40987,2008.0,22037.0,G,PRES,Open Seat,4383.0,5432.0,9815.0
40988,2012.0,22037.0,G,PRES,Democratic President Re-election,4648.0,5397.0,10045.0
40989,2016.0,22037.0,G,PRES,Open Seat,4235.0,5569.0,9804.0
40990,2020.0,22037.0,G,PRES,Republican President Re-election,4280.0,6064.0,10344.0
41014,2004.0,22039.0,G,PRES,Republican President Re-election,5757.0,7949.0,13706.0
41015,2008.0,22039.0,G,PRES,Open Seat,5853.0,9793.0,15646.0
41016,2012.0,22039.0,G,PRES,Democratic President Re-election,5330.0,10181.0,15511.0
41017,2016.0,22039.0,G,PRES,Open Seat,4208.0,10360.0,14568.0
41018,2020.0,22039.0,G,PRES,Republican President Re-election,4158.0,11053.0,15211.0
41053,2004.0,22041.0,G,PRES,Republican President Re-election,2828.0,6141.0,8969.0
